type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.0,7.48,0.34,0.35,6.08,0.03,11.2,125.81,0.99,3.16,0.39,12.02,7.01
1.0,7.58,0.33,0.35,6.27,0.04,12.18,126.83,0.99,3.16,0.39,11.99,7.03
1.0,8.73,0.23,0.32,13.52,0.04,40.19,169.93,1.0,3.12,0.46,8.84,6.99
1.0,8.69,0.23,0.32,13.48,0.04,35.14,168.85,1.0,3.12,0.47,8.75,7.0
1.0,6.89,0.19,0.35,1.56,0.04,32.85,99.88,0.99,3.21,0.55,10.77,6.98
1.0,7.3,0.22,0.29,1.66,0.03,28.61,118.53,0.99,3.3,0.51,11.01,8.01
1.0,7.28,0.21,0.29,1.7,0.03,29.32,118.31,0.99,3.3,0.5,11.0,7.99
1.0,7.69,0.22,0.37,15.42,0.04,62.39,154.22,1.0,3.02,0.41,9.31,5.02
1.0,9.19,0.34,0.27,1.13,0.03,16.52,73.54,0.99,3.08,0.39,10.77,5.0
1.0,8.69,0.23,0.32,14.79,0.04,34.48,168.17,1.0,3.12,0.47,8.78,6.99
1.0,5.95,0.2,0.24,1.81,0.04,29.77,105.19,0.99,3.31,0.47,11.44,6.02
1.0,6.86,0.19,0.33,1.63,0.04,33.29,100.9,0.99,3.21,0.54,10.79,7.0
1.0,8.2,0.38,0.49,13.78,0.04,57.83,165.67,1.0,3.09,0.54,9.44,5.01
1.0,6.94,0.18,0.36,1.42,0.04,39.31,117.98,0.99,3.27,0.95,9.49,7.03
1.0,7.71,0.34,0.58,11.31,0.04,41.28,151.36,1.0,3.07,0.49,8.58,5.01
1.0,6.92,0.18,0.36,1.35,0.04,39.47,116.16,0.99,3.27,0.95,9.5,7.0
1.0,7.39,0.2,0.35,2.12,0.04,29.81,114.94,0.99,3.49,0.77,10.29,6.98
1.0,8.16,0.38,0.49,13.59,0.04,58.14,165.61,1.0,3.1,0.54,9.21,5.03
1.0,8.22,0.4,0.48,13.55,0.04,58.98,169.0,1.0,3.1,0.52,9.41,5.0
1.0,6.71,0.22,0.39,10.09,0.04,60.56,150.06,1.0,3.1,0.54,10.0,7.01
1.0,6.6,0.3,0.31,4.68,0.17,59.61,164.13,0.99,3.17,0.47,9.41,5.0
1.0,8.09,0.27,0.35,1.65,0.03,37.62,103.44,0.99,3.22,0.63,10.34,8.03
1.0,7.3,0.25,0.42,14.16,0.04,56.97,180.78,1.0,3.29,0.75,9.09,7.0
1.0,4.82,0.34,0.0,6.56,0.03,32.53,161.74,0.99,3.36,0.61,9.93,5.99
1.0,6.15,0.27,0.33,1.7,0.03,23.96,113.61,0.99,3.24,0.5,12.15,5.97
1.0,4.79,0.33,0.0,7.8,0.03,33.68,162.5,0.99,3.35,0.61,9.9,4.98
1.0,6.1,0.27,0.33,2.18,0.02,25.92,118.1,0.99,3.12,0.3,12.47,6.0
1.0,6.85,0.18,0.36,1.06,0.04,46.3,117.35,0.99,3.27,0.95,9.51,7.0
1.0,7.73,0.18,0.42,12.75,0.04,40.82,142.62,1.0,3.24,0.76,8.5,8.04
1.0,7.3,0.28,0.41,14.35,0.04,49.33,173.66,1.0,3.28,0.82,9.01,6.98
1.0,7.33,0.24,0.29,1.13,0.04,22.79,114.13,0.99,3.19,0.7,10.09,6.01
1.0,6.0,0.45,0.65,9.71,0.08,11.03,158.4,1.0,3.04,0.48,9.45,5.05
1.0,7.75,0.34,0.58,11.08,0.04,41.28,149.79,1.0,3.06,0.49,8.57,5.01
1.0,6.31,0.26,0.21,3.85,0.03,24.08,123.24,0.99,3.06,0.34,10.67,5.99
1.0,10.26,0.17,0.47,1.4,0.04,4.9,32.58,0.99,2.89,0.5,9.62,3.0
1.0,7.65,0.15,0.29,1.31,0.03,10.4,62.43,0.99,3.35,0.48,10.08,4.98
1.0,7.12,0.21,0.32,2.21,0.04,28.34,141.97,0.99,3.2,0.58,10.01,7.02
1.0,6.84,0.36,0.34,4.21,0.02,57.51,120.35,0.99,3.28,0.36,12.69,8.99
1.0,6.05,0.27,0.34,1.7,0.12,33.49,103.71,0.99,3.19,0.38,10.22,6.02
1.0,6.22,0.16,0.54,1.58,0.13,36.76,113.75,0.99,3.23,0.37,8.9,6.01
1.0,6.91,0.12,0.35,2.15,0.04,17.97,111.77,0.99,3.41,0.82,11.89,7.99
1.0,7.1,0.21,0.32,2.25,0.04,27.67,140.53,0.99,3.2,0.57,10.0,7.01
1.0,8.78,0.35,0.44,1.98,0.04,8.82,120.45,1.0,3.19,0.48,9.91,5.98
1.0,6.76,0.26,0.31,6.09,0.02,21.86,125.64,0.99,3.13,0.55,11.52,6.0
1.0,6.78,0.23,0.29,6.69,0.04,38.38,237.37,1.0,3.35,0.52,9.81,6.05
1.0,6.09,0.34,0.36,2.62,0.02,20.03,105.07,0.99,3.4,0.66,12.19,7.0
1.0,7.33,0.26,0.31,1.76,0.04,38.93,171.51,0.99,3.19,0.51,11.39,6.01
1.0,6.5,0.3,0.32,2.02,0.04,34.25,87.91,0.99,3.37,0.59,10.97,7.01
1.0,7.28,0.26,0.31,1.61,0.04,38.95,174.36,0.99,3.19,0.51,11.41,5.97
1.0,6.5,0.3,0.32,2.15,0.04,33.93,90.08,0.99,3.37,0.68,11.01,7.0
1.0,5.03,0.31,-0.01,6.29,0.04,43.38,167.12,0.99,3.3,0.63,9.9,5.99
1.0,5.79,0.26,0.18,1.03,0.03,39.85,113.43,0.99,3.42,0.4,11.01,6.97
1.0,7.01,0.31,0.29,1.32,0.04,33.4,127.33,0.99,3.12,0.36,12.21,7.01
1.0,5.81,0.26,0.18,1.27,0.03,40.0,114.08,0.99,3.42,0.4,11.0,6.98
1.0,6.83,0.18,0.28,8.7,0.05,52.43,241.49,1.0,3.22,0.53,10.54,5.99
1.0,7.01,0.29,0.26,1.56,0.04,12.38,91.99,0.99,3.08,0.46,10.53,5.96
1.0,6.62,0.25,0.29,1.35,0.04,13.09,67.72,0.99,3.05,0.49,10.91,6.0
1.0,6.78,0.22,0.28,8.4,0.05,51.99,244.12,1.0,3.21,0.53,10.5,6.01
1.0,6.6,0.2,0.38,9.09,0.05,40.09,145.15,0.99,3.32,0.56,10.99,7.04
1.0,8.01,0.29,0.29,13.3,0.05,30.99,114.02,1.0,3.25,0.37,9.65,5.98
1.0,6.11,0.28,0.35,12.59,0.05,63.42,228.8,1.0,3.09,0.4,8.95,5.01
1.0,5.9,0.31,0.3,7.85,0.05,59.86,204.55,0.99,3.2,0.4,9.61,6.03
1.0,6.89,0.21,0.28,2.44,0.06,48.11,158.06,0.99,3.03,0.47,8.78,8.01
1.0,8.42,0.2,0.42,1.66,0.05,12.52,98.6,0.99,3.06,0.65,11.11,4.01
1.0,8.33,0.27,0.45,1.32,0.05,7.6,71.26,0.99,3.08,0.61,10.33,4.0
1.0,7.09,0.25,0.39,2.08,0.04,29.78,124.22,0.99,3.28,0.43,12.2,8.0
1.0,7.51,0.24,0.31,12.97,0.05,45.46,216.41,1.0,3.08,0.53,8.79,4.99
1.0,6.26,0.31,0.19,5.6,0.04,23.64,144.14,0.99,3.15,0.63,9.91,5.04
1.0,6.18,0.33,0.19,5.56,0.04,22.82,141.87,0.99,3.15,0.62,9.89,5.0
1.0,6.31,0.34,0.19,5.83,0.04,21.24,144.12,0.99,3.15,0.64,9.85,5.01
1.0,5.77,0.3,0.05,0.72,0.04,11.01,31.94,0.99,3.36,0.35,9.21,4.99
1.0,8.01,0.32,0.26,1.17,0.05,11.67,88.17,0.99,3.24,0.37,9.5,3.98
1.0,5.57,0.29,0.05,0.91,0.04,11.22,28.79,0.99,3.37,0.35,9.19,4.96
1.0,7.4,0.12,0.39,4.68,0.04,36.21,137.78,0.99,3.36,0.56,10.32,7.0
1.0,7.69,0.3,0.32,1.55,0.04,22.81,124.04,0.99,2.93,0.33,11.02,5.99
1.0,6.96,0.24,0.34,1.23,0.03,26.91,106.09,0.99,3.06,0.39,11.92,6.02
1.0,8.61,0.18,0.41,1.23,0.04,20.07,106.41,0.99,2.94,0.33,10.19,7.0
1.0,6.96,0.11,0.32,4.88,0.06,59.14,146.04,1.0,3.55,0.44,9.4,7.0
1.0,7.71,0.32,0.62,10.76,0.04,55.43,154.91,1.0,3.14,0.44,8.92,6.02
1.0,6.52,0.27,0.27,12.96,0.04,68.62,215.62,1.0,3.17,0.43,10.03,5.98
1.0,7.91,0.28,0.41,1.97,0.04,49.88,150.11,0.99,3.45,0.49,10.69,8.03
1.0,6.27,0.27,0.23,2.9,0.05,12.69,98.78,0.99,3.28,0.43,9.8,4.99
1.0,5.43,0.6,0.1,2.74,0.04,25.85,80.7,0.99,3.36,0.38,9.31,5.0
1.0,6.66,0.25,0.33,2.96,0.06,51.41,171.19,0.99,3.02,0.48,9.48,7.01
1.0,6.48,0.25,0.35,11.86,0.06,46.52,178.35,1.0,3.58,0.47,10.02,5.03
1.0,6.13,0.36,0.58,14.94,0.04,41.89,113.17,1.0,3.07,0.51,9.02,5.02
1.0,7.73,0.17,0.52,6.02,0.02,20.91,82.55,0.99,3.14,0.4,11.93,6.99
1.0,6.39,0.25,0.44,12.7,0.03,64.58,228.15,1.0,3.08,0.38,8.9,5.0
1.0,6.48,0.25,0.28,12.51,0.05,80.55,225.94,1.0,3.18,0.41,10.02,6.0
1.0,5.93,0.29,0.33,7.23,0.04,57.78,205.58,0.99,3.26,0.41,9.6,4.96
1.0,6.18,0.28,0.43,12.95,0.04,63.33,232.33,1.0,3.08,0.38,8.91,5.01
1.0,6.11,0.27,0.44,6.71,0.04,60.58,231.09,0.99,3.12,0.4,8.9,5.01
1.0,6.41,0.43,0.32,1.3,0.05,10.58,66.96,0.99,3.08,0.41,11.37,5.0
1.0,6.08,0.37,0.58,14.91,0.05,42.14,114.0,1.0,3.15,0.51,9.03,5.01
1.0,6.21,0.35,0.29,7.4,0.04,55.7,244.62,1.0,3.36,0.55,10.0,6.01
1.0,7.65,0.24,0.29,15.29,0.04,39.62,194.41,1.0,3.06,0.47,9.67,7.03
1.0,6.19,0.34,0.28,7.51,0.03,40.31,196.19,0.99,3.14,0.6,9.66,4.97
1.0,6.28,0.27,0.46,11.69,0.04,60.67,211.49,1.0,3.25,0.53,9.51,6.02
1.0,5.34,0.41,0.19,1.56,0.04,26.67,87.71,0.99,3.54,0.41,9.98,7.01
1.0,6.93,0.48,0.36,3.53,0.03,31.41,133.29,0.99,3.14,0.38,12.2,7.01
1.0,6.5,0.18,0.33,7.86,0.05,15.95,131.33,1.0,3.28,0.45,8.66,7.0
1.0,6.7,0.15,0.29,5.12,0.06,27.52,105.8,0.99,3.52,0.44,10.19,7.02
1.0,8.22,0.35,1.0,18.1,0.05,55.12,205.14,1.0,2.96,0.43,9.56,5.01
1.0,8.47,0.16,0.35,1.61,0.04,23.71,147.0,0.99,2.96,0.36,10.0,4.96
1.0,6.79,0.7,0.25,6.97,0.05,10.15,55.62,1.0,3.36,0.52,9.51,4.01
1.0,7.27,0.25,0.39,6.4,0.03,8.1,84.05,0.99,3.18,0.46,11.5,5.01
1.0,7.12,0.34,0.26,2.08,0.04,15.36,132.38,0.99,3.08,0.38,9.48,5.0
1.0,7.65,0.22,0.34,9.8,0.04,26.4,140.66,1.0,3.08,0.49,9.77,5.99
1.0,6.51,0.18,0.32,1.37,0.03,14.4,100.75,0.99,3.23,0.55,10.07,6.01
1.0,8.2,0.24,0.37,4.45,0.04,38.31,118.71,0.99,2.99,0.36,10.04,5.02
1.0,7.61,0.22,0.34,9.71,0.03,45.64,143.84,1.0,3.08,0.49,9.8,5.99
1.0,7.64,0.35,0.26,1.94,0.04,14.55,134.76,0.99,3.08,0.38,9.52,4.98
1.0,7.49,0.32,0.26,3.37,0.04,12.58,133.42,0.99,3.07,0.38,9.49,5.02
1.0,6.58,0.23,0.32,0.9,0.04,25.59,77.98,0.99,3.39,0.54,10.2,7.02
1.0,6.61,0.2,0.31,1.06,0.04,24.99,78.24,0.99,3.39,0.54,10.21,6.99
1.0,7.31,0.24,0.34,15.36,0.05,37.62,172.95,1.0,3.03,0.42,9.03,6.01
1.0,7.33,0.24,0.34,15.47,0.05,37.84,174.95,1.0,3.03,0.42,9.0,5.98
1.0,7.97,0.42,0.36,4.95,0.04,34.34,106.2,0.99,3.13,0.58,12.28,6.99
1.0,7.28,0.23,0.34,15.31,0.05,37.47,173.26,1.0,3.03,0.42,9.03,6.01
1.0,6.14,0.19,0.25,3.94,0.02,22.94,111.34,0.99,3.25,0.51,11.61,6.01
1.0,5.9,0.26,0.21,12.37,0.03,36.42,151.47,1.0,3.28,0.43,9.52,6.01
1.0,6.57,0.34,0.28,1.97,0.04,42.9,189.89,0.99,3.13,0.5,9.63,6.02
1.0,6.48,0.08,0.33,1.98,0.03,22.96,95.17,0.99,3.28,0.7,11.99,6.98
1.0,5.46,0.42,0.09,1.6,0.02,18.2,68.86,0.99,3.33,0.51,11.41,7.0
1.0,5.16,0.42,0.01,1.49,0.02,24.72,102.36,0.99,3.37,0.35,12.28,6.98
1.0,6.0,0.27,0.3,1.4,0.04,24.03,108.68,0.99,3.32,0.47,12.59,7.02
1.0,6.8,0.22,0.35,17.42,0.04,37.63,152.19,1.0,3.24,0.41,8.99,6.0
1.0,6.5,0.08,0.33,1.88,0.03,22.33,90.7,0.99,3.34,0.7,12.02,6.98
1.0,7.09,0.13,0.38,1.79,0.05,13.92,146.83,0.99,3.32,0.9,11.68,5.98
1.0,7.61,0.3,0.25,4.23,0.05,21.9,111.41,1.0,3.12,0.49,9.21,5.01
1.0,6.58,0.13,0.3,4.91,0.06,46.92,130.69,0.99,3.51,0.45,10.34,6.0
1.0,6.52,0.14,0.33,7.63,0.05,52.76,188.76,1.0,3.25,0.49,8.58,4.98
1.0,7.71,0.28,0.33,6.62,0.04,32.06,153.76,1.0,3.39,0.62,10.69,7.0
1.0,5.98,0.2,0.71,1.58,0.09,9.52,106.6,0.99,3.12,0.47,9.81,5.02
1.0,6.01,0.18,0.71,1.64,0.12,9.15,54.06,0.99,3.12,0.46,9.81,6.02
1.0,7.1,0.28,0.33,5.6,0.04,32.54,154.67,1.0,3.28,0.62,10.66,7.01
1.0,5.12,0.39,0.21,1.69,0.03,14.85,70.43,0.99,3.5,0.45,11.73,5.97
1.0,5.65,0.36,0.34,4.24,0.03,20.63,77.79,0.99,3.37,0.45,11.9,6.02
1.0,6.92,0.19,0.33,1.55,0.04,63.04,148.3,0.99,3.44,0.52,10.8,4.98
1.0,6.03,0.41,0.21,2.19,0.05,28.74,119.65,0.99,3.26,0.53,10.48,6.01
1.0,7.4,0.28,0.3,5.27,0.05,43.63,160.78,0.99,3.12,0.48,10.31,5.99
1.0,7.44,0.3,0.3,5.03,0.05,45.01,163.21,0.99,3.12,0.45,10.28,5.99
1.0,6.89,0.19,0.33,1.6,0.04,45.03,149.39,0.99,3.44,0.52,10.79,4.99
1.0,7.69,0.28,0.39,9.65,0.04,8.41,117.56,0.99,3.06,0.38,12.0,7.01
1.0,8.6,0.16,0.38,3.35,0.04,41.14,141.53,0.99,3.06,0.39,10.19,6.0
1.0,8.21,0.26,0.44,1.39,0.05,7.37,70.54,0.99,3.14,0.62,10.22,4.01
1.0,6.48,0.25,0.27,15.31,0.05,74.97,217.53,1.0,3.19,0.39,9.89,5.01
1.0,7.03,0.24,0.18,1.45,0.05,9.46,61.63,0.99,3.38,0.47,10.13,4.01
1.0,8.58,0.18,0.36,1.85,0.05,24.02,187.38,1.0,3.25,0.55,9.48,6.02
1.0,7.8,0.27,0.36,1.71,0.05,26.79,154.35,0.99,3.05,0.45,10.52,5.98
1.0,5.98,0.26,0.34,1.39,0.04,21.39,28.45,0.99,3.29,0.62,10.39,4.98
1.0,6.09,0.24,0.27,9.74,0.06,32.48,151.29,1.0,3.31,0.47,9.43,6.04
1.0,7.58,0.21,0.3,2.19,0.04,46.86,164.41,0.99,3.05,0.54,10.1,7.02
1.0,7.99,0.19,0.36,1.9,0.05,15.73,84.5,0.99,3.15,0.52,9.79,6.98
1.0,6.42,0.28,0.41,6.9,0.04,61.2,217.39,1.0,3.09,0.46,9.4,5.01
1.0,6.4,0.27,0.43,7.1,0.05,60.23,222.3,1.0,3.09,0.45,9.4,5.98
1.0,6.92,0.24,0.39,1.31,0.06,17.59,136.27,0.99,3.31,0.48,10.37,6.99
1.0,5.77,0.36,0.26,3.29,0.04,40.22,154.67,0.99,3.34,0.55,11.28,6.03
1.0,6.62,0.18,0.29,3.27,0.04,17.84,91.79,0.99,3.42,0.64,10.8,6.01
1.0,5.74,0.36,0.26,3.24,0.04,40.63,151.25,0.99,3.34,0.55,11.26,6.0
1.0,5.09,0.52,0.06,2.62,0.05,29.83,78.91,0.99,3.32,0.43,9.33,4.99
1.0,6.61,0.22,0.37,1.15,0.06,44.63,201.12,0.99,3.37,0.55,10.33,6.99
1.0,8.33,0.15,0.39,1.35,0.06,32.75,145.62,0.99,3.07,0.39,10.49,6.0
1.0,7.6,0.16,0.44,1.41,0.04,25.39,110.57,0.99,3.11,0.75,10.35,6.0
1.0,7.68,0.16,0.4,2.21,0.05,60.45,173.67,0.99,3.18,0.66,11.21,7.03
1.0,8.3,0.16,0.48,1.61,0.06,30.66,97.71,0.99,3.15,0.41,10.33,6.01
1.0,6.23,0.25,0.47,11.67,0.05,54.95,210.33,1.0,3.18,0.54,9.5,4.98
1.0,6.1,0.16,0.26,12.39,0.05,62.29,162.37,1.0,3.66,0.42,8.86,4.99
1.0,7.6,0.39,0.23,2.77,0.04,18.69,113.3,0.99,3.03,0.3,10.2,5.02
1.0,6.82,0.37,0.51,11.25,0.07,43.25,138.72,1.0,2.98,0.88,9.19,4.99
1.0,7.6,0.16,0.4,1.34,0.04,25.04,108.25,0.99,3.11,0.75,10.31,5.99
1.0,7.1,0.18,0.42,1.54,0.05,47.37,157.39,0.99,2.96,0.31,10.54,6.01
1.0,8.56,0.2,0.42,1.58,0.04,34.68,125.05,0.99,3.11,0.5,11.37,6.98
1.0,8.6,0.2,0.42,1.53,0.04,35.29,123.95,0.99,3.11,0.49,11.42,6.99
1.0,6.78,0.19,0.32,6.9,0.02,53.34,185.38,0.99,3.25,0.37,11.09,8.0
1.0,7.63,0.19,0.38,10.55,0.06,48.53,170.86,1.0,3.2,0.38,10.5,6.01
1.0,6.79,0.34,0.74,2.71,0.09,22.85,184.87,0.99,3.51,0.7,12.01,5.96
1.0,6.2,0.15,0.46,1.69,0.04,38.43,121.14,0.99,3.39,0.46,9.73,6.0
1.0,6.6,0.14,0.44,1.73,0.04,47.36,141.2,0.99,3.32,0.51,10.19,6.0
1.0,7.95,0.55,0.17,8.1,0.04,13.0,60.96,1.0,3.09,0.3,9.51,4.01
1.0,7.02,0.24,0.35,1.55,0.05,50.74,126.89,0.99,3.41,0.6,10.38,7.0
1.0,6.3,0.6,0.44,11.0,0.05,50.46,246.48,1.0,3.18,0.57,9.25,3.99
1.0,7.11,0.2,0.41,2.25,0.05,23.21,166.19,0.99,3.48,0.62,10.49,6.0
1.0,6.15,0.33,0.29,7.72,0.05,45.4,232.4,1.0,3.35,0.62,10.07,6.03
1.0,7.11,0.3,0.36,6.75,0.06,45.03,233.24,1.0,3.49,0.64,10.2,5.99
1.0,7.13,0.3,0.36,6.62,0.05,45.32,235.72,1.0,3.49,0.64,10.18,5.99
1.0,7.9,0.64,0.46,10.55,0.2,32.78,226.27,1.0,2.88,0.48,9.12,2.97
1.0,8.79,0.17,0.38,1.93,0.04,38.82,147.42,0.99,3.16,0.68,10.24,5.98
1.0,7.5,0.17,0.37,1.6,0.06,17.29,76.22,0.99,3.54,0.88,10.72,5.02
0.6,7.1,0.48,0.24,6.07,0.04,11.09,77.84,1.0,3.21,0.57,9.73,5.01
1.0,7.13,0.15,0.34,5.33,0.03,32.78,134.67,1.0,3.26,0.52,9.31,6.98
1.0,7.47,0.16,0.34,1.52,0.04,12.87,100.02,0.99,3.24,0.74,11.01,4.99
1.0,8.21,0.68,0.3,4.07,0.05,16.93,137.96,0.99,3.22,0.71,10.79,4.02
1.0,7.69,0.27,0.3,1.12,0.04,19.04,152.75,0.99,3.01,0.56,10.79,5.02
1.0,7.29,0.49,0.33,5.19,0.04,17.33,103.38,1.0,3.24,0.45,10.7,4.0
1.0,7.5,0.33,0.6,19.34,0.05,54.87,242.01,1.0,2.95,0.4,8.8,5.0
1.0,7.2,0.21,0.38,1.52,0.05,23.18,91.96,0.99,3.16,0.48,10.92,7.0
1.0,7.3,0.15,0.4,2.55,0.05,23.67,92.53,0.99,3.14,0.45,10.52,5.0
1.0,5.85,0.19,0.1,1.32,0.05,31.94,107.08,0.99,3.29,0.45,10.11,4.98
1.0,6.99,0.31,0.52,1.71,0.03,5.01,61.27,0.99,3.07,0.56,10.43,4.99
1.0,8.33,0.41,0.38,1.22,0.04,15.04,74.48,0.99,3.03,0.43,9.18,5.02
1.0,6.11,0.37,0.36,4.91,0.04,35.91,114.28,0.99,3.31,0.61,12.59,5.99
1.0,7.28,0.24,0.34,7.63,0.05,29.1,151.64,1.0,3.1,0.54,8.99,5.04
1.0,7.1,0.21,0.81,1.24,0.14,51.84,121.52,0.99,3.03,0.39,9.22,6.0
1.0,7.61,0.29,0.42,1.38,0.04,18.13,85.36,0.99,2.98,0.39,11.31,5.01
1.0,9.37,0.3,0.55,2.17,0.05,16.9,118.66,1.0,3.12,0.69,10.32,4.0
1.0,7.03,0.32,0.52,1.6,0.03,5.01,61.22,0.99,3.18,0.43,10.39,5.06
1.0,8.6,0.26,0.41,2.24,0.05,29.04,112.57,0.99,2.96,0.43,9.97,4.98
0.8,7.21,0.52,0.23,10.05,0.09,35.4,196.39,1.0,3.4,0.47,9.02,5.02
1.0,7.49,0.21,0.34,1.34,0.06,25.21,111.98,0.99,3.51,0.47,10.75,6.01
1.0,5.24,0.3,0.31,1.15,0.08,48.16,166.48,0.99,3.29,0.54,8.68,4.01
1.0,8.07,0.26,0.36,2.18,0.05,29.77,110.76,0.99,3.09,0.72,11.6,6.99
1.0,6.99,0.21,0.28,7.61,0.07,42.5,185.8,1.0,3.34,0.55,9.41,5.02
1.0,6.67,0.26,0.26,4.03,0.08,35.99,214.7,1.0,3.31,0.68,9.47,5.0
1.0,6.72,0.26,0.26,4.17,0.07,36.93,204.65,1.0,3.3,0.62,9.53,4.99
1.0,8.07,0.26,0.38,1.79,0.07,47.99,158.05,0.99,3.37,0.7,10.89,5.98
1.0,8.33,0.22,0.38,14.85,0.05,32.39,126.06,1.0,3.22,0.5,9.72,4.98
1.0,6.39,0.3,0.51,5.43,0.05,61.74,171.84,0.99,3.08,0.45,9.09,6.01
1.0,7.51,0.19,0.37,2.63,0.04,33.03,124.95,0.99,3.1,0.5,11.12,7.0
1.0,8.83,0.32,0.44,6.44,0.02,9.41,88.02,0.99,2.96,0.4,12.57,6.99
1.0,6.95,0.2,0.36,1.58,0.03,38.37,148.43,0.99,3.36,0.56,10.96,5.99
1.0,7.94,0.37,0.32,1.54,0.04,32.5,165.88,0.99,3.01,0.55,11.32,6.98
1.0,8.26,0.22,0.38,14.67,0.05,31.88,125.45,1.0,3.22,0.5,9.7,4.98
1.0,8.17,0.29,0.33,9.01,0.04,28.1,118.11,1.0,2.96,0.4,10.9,6.98
1.0,7.67,0.33,0.29,7.91,0.05,25.38,192.63,1.0,2.97,0.47,10.91,4.98
1.0,6.18,0.33,0.45,11.95,0.05,27.03,185.98,1.0,3.17,0.5,9.29,5.97
1.0,6.38,0.4,0.19,3.3,0.03,28.63,125.95,0.99,3.22,0.54,12.69,6.97
1.0,7.55,0.29,0.33,7.76,0.05,41.81,180.04,1.0,3.25,0.59,10.09,6.02
1.0,6.48,0.26,0.34,16.47,0.05,55.97,196.61,1.0,3.48,0.42,9.8,5.01
1.0,6.96,0.34,0.29,6.02,0.04,28.71,227.11,1.0,3.29,0.53,10.12,6.01
1.0,6.79,0.15,0.33,4.65,0.06,31.34,118.46,1.0,3.43,0.39,9.83,7.01
1.0,6.25,0.28,0.25,5.86,0.04,51.69,156.12,0.99,3.28,0.38,9.42,6.02
1.0,6.29,0.28,0.25,5.84,0.04,51.27,171.02,1.0,3.29,0.38,9.39,6.02
1.0,7.37,0.2,0.37,17.12,0.05,42.75,190.37,1.0,3.02,0.42,9.27,6.01
1.0,6.32,0.22,0.21,5.11,0.04,28.94,141.08,0.99,3.36,0.33,9.89,6.99
1.0,7.33,0.31,0.69,10.0,0.04,57.57,160.53,1.0,3.06,0.44,8.58,5.02
1.0,5.17,0.24,0.45,3.96,0.03,20.5,125.5,0.99,3.54,0.49,11.16,8.01
1.0,6.98,0.24,0.33,1.21,0.04,39.2,122.32,0.99,3.17,0.42,11.23,8.01
1.0,7.4,0.2,0.37,16.97,0.05,43.8,189.22,1.0,3.03,0.42,9.21,6.03
1.0,7.0,0.17,0.34,4.02,0.03,17.29,128.33,0.99,3.2,0.39,10.6,7.01
1.0,8.32,0.36,0.58,16.99,0.05,62.7,211.8,1.0,3.01,0.57,9.3,6.0
1.0,7.21,0.21,0.35,14.46,0.05,35.13,176.54,1.0,3.05,0.44,8.96,5.98
1.0,7.1,0.21,0.4,1.26,0.07,24.16,156.91,0.99,3.42,0.44,10.57,6.0
1.0,7.12,0.26,0.31,8.22,0.04,29.36,126.56,0.99,3.1,0.32,10.61,6.98
1.0,7.42,0.24,0.31,8.45,0.05,51.69,183.04,1.0,3.08,0.32,8.82,5.0
1.0,5.31,0.24,0.33,1.3,0.03,24.69,97.98,0.99,3.2,0.38,10.97,8.01
1.0,6.48,0.28,0.26,8.77,0.04,43.96,139.6,1.0,3.32,0.37,10.16,6.0
1.0,6.33,0.23,0.21,5.18,0.03,28.83,141.79,0.99,3.36,0.33,10.09,7.01
1.0,6.51,0.29,0.26,10.4,0.04,32.07,118.84,1.0,3.31,0.35,10.12,6.01
1.0,5.76,0.29,0.21,2.65,0.02,11.33,119.69,0.99,3.39,0.79,14.03,7.0
1.0,6.29,0.27,0.25,8.65,0.04,51.98,153.04,1.0,3.28,0.38,9.36,6.0
1.0,6.32,0.17,0.42,2.75,0.03,44.99,107.37,0.99,3.27,0.43,11.81,6.03
1.0,6.27,0.16,0.4,1.52,0.03,59.35,149.88,0.99,3.44,0.53,11.42,5.0
1.0,7.87,0.29,0.39,6.64,0.04,6.24,118.03,0.99,3.12,0.42,10.74,4.99
1.0,7.28,0.31,0.69,10.24,0.04,58.99,158.24,1.0,3.06,0.45,8.61,5.02
1.0,5.45,0.32,0.45,4.8,0.03,24.75,191.75,0.99,3.51,0.49,11.45,7.03
1.0,5.18,0.24,0.45,3.75,0.03,20.89,126.91,0.99,3.55,0.49,11.18,8.02
1.0,7.23,0.37,0.26,2.05,0.03,26.61,86.99,0.99,3.29,0.6,12.59,7.0
1.0,6.15,0.35,0.34,1.54,0.02,13.3,74.99,0.99,3.21,0.51,12.58,6.97
1.0,9.17,0.22,0.39,2.33,0.05,17.35,149.57,1.0,3.04,0.55,9.27,3.98
1.0,7.16,0.37,0.14,2.02,0.03,27.04,84.14,0.99,3.3,0.59,12.55,6.99
1.0,8.02,0.18,0.42,1.21,0.04,15.52,95.66,0.99,3.06,0.61,12.11,6.02
1.0,6.52,0.21,0.34,11.78,0.05,55.12,177.78,1.0,3.52,0.44,9.91,5.99
1.0,7.47,0.18,0.4,1.71,0.05,21.68,102.15,0.99,3.28,0.44,10.7,4.99
1.0,6.52,0.52,0.17,1.25,0.05,4.25,26.62,0.99,3.26,0.32,10.04,3.97
1.0,7.03,0.15,0.38,2.09,0.05,26.44,96.8,0.99,3.14,0.39,10.44,7.98
1.0,5.95,0.41,0.13,1.24,0.04,11.21,65.54,0.99,3.3,0.51,10.53,5.0
