type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,cluster,pc1,pc2
1.0,6.81,0.25,0.26,5.14,0.02,35.91,133.6,0.99,3.16,0.72,10.66,7.01,2,0.8699349265559766,-0.778468027728719
1.0,7.13,0.26,0.32,14.47,0.07,29.02,105.83,1.0,2.96,0.42,9.23,5.97,0,1.1207381034136186,1.9863401788820987
1.0,7.28,0.22,0.4,14.75,0.04,44.56,131.26,1.0,3.36,0.41,9.11,6.98,0,1.554621299264876,1.6984495557147348
1.0,6.2,0.37,0.22,8.33,0.03,35.59,215.82,1.0,3.33,0.6,9.62,5.99,0,1.1351771689018728,0.8486315515164685
1.0,7.93,0.23,0.45,14.38,0.04,52.94,141.28,1.0,3.04,0.46,9.21,5.98,0,1.9460100041587842,2.420889395016046
1.0,6.93,0.25,0.26,5.17,0.02,35.96,135.13,0.99,3.16,0.72,10.66,7.0,2,0.8601553905815544,-0.7445812757889654
1.0,7.13,0.27,0.31,14.53,0.07,29.04,109.09,1.0,2.96,0.42,9.25,6.0,0,1.1172405729080916,1.9836099665181361
1.0,7.4,0.25,0.37,7.0,0.02,14.42,93.17,0.99,2.99,0.48,10.73,7.03,2,0.8886572632998653,-0.7376763164309182
1.0,6.79,0.18,0.36,1.56,0.03,36.57,92.18,0.99,3.29,0.45,10.82,6.0,2,0.9028782640062054,-1.49632055348443
1.0,6.95,0.17,0.37,1.63,0.03,27.07,75.03,0.99,3.3,0.46,10.81,7.0,2,0.5645127378873757,-1.606480516103525
1.0,6.39,0.3,0.38,7.93,0.05,34.56,190.97,1.0,3.1,0.37,9.01,5.0,0,1.719213851046302,1.4513427089343969
1.0,5.0,0.33,0.16,1.49,0.05,9.99,97.17,0.99,3.48,0.44,10.73,6.0,2,-0.1038955007816285,-2.455326655431288
1.0,8.86,0.33,0.32,1.53,0.05,11.08,199.85,1.0,3.19,0.45,9.38,4.99,0,0.1180178222681346,0.952826528384791
1.0,7.0,0.26,0.45,15.54,0.04,61.78,170.07,1.0,2.94,0.35,8.78,5.96,0,2.845394252934481,2.7268229670837134
1.0,6.42,0.3,0.38,7.68,0.05,34.75,189.96,1.0,3.1,0.37,9.0,4.98,0,1.6965782007471328,1.4394285820464987
1.0,6.27,0.21,0.4,1.72,0.03,47.96,134.85,0.99,3.42,0.49,11.53,5.98,2,1.269344076996641,-1.6728176454055506
1.0,8.01,0.23,0.46,1.39,0.04,30.25,124.51,0.99,3.22,0.47,12.5,6.03,2,0.6638719721638885,-1.5407574082055302
1.0,9.26,0.28,0.41,0.93,0.04,13.58,60.4,0.99,2.96,0.25,10.51,6.01,2,0.2211186417801929,-0.8332821955443137
1.0,7.27,0.27,0.39,6.75,0.06,27.58,187.21,1.0,3.29,0.3,9.7,4.98,0,1.201433877909486,0.9472727151561964
1.0,7.61,0.32,0.36,1.7,0.04,31.43,154.75,0.99,3.23,0.52,11.28,6.02,2,0.6427962965968944,-1.0722758855378887
1.0,5.03,0.33,0.16,1.63,0.05,10.35,96.91,0.99,3.49,0.44,10.72,5.99,2,-0.10885650349280046,-2.4430995973827634
1.0,9.73,0.24,0.45,1.28,0.03,10.6,57.54,0.99,2.74,0.47,10.82,5.99,2,0.11005667610131595,-0.42113824366689234
1.0,8.02,0.28,0.42,7.18,0.05,41.3,168.84,1.0,3.17,0.43,10.66,5.01,0,1.1697397254401718,1.0799518793252043
1.0,8.18,0.37,0.36,0.99,0.03,16.77,92.78,0.99,3.04,0.32,11.71,8.03,2,0.3240671107129323,-1.554058213213987
1.0,7.95,0.62,0.38,12.04,0.3,23.97,222.0,1.0,2.94,0.48,9.19,5.01,0,-1.199812162707545,4.350628752586956
1.0,7.15,0.26,0.44,7.13,0.03,25.21,124.38,0.99,3.02,0.34,11.12,7.98,2,1.5577659147431429,-0.6982791626235086
1.0,6.35,0.23,0.33,1.19,0.04,15.33,217.32,0.99,3.33,0.44,10.97,6.02,2,1.2217501437965719,-1.4847269897525557
1.0,5.92,0.4,0.33,6.04,0.03,50.28,126.6,0.99,3.51,0.58,12.48,7.02,2,0.7748414739585032,-1.8486783366272983
1.0,7.58,0.28,0.39,1.16,0.04,21.0,114.82,0.99,3.16,0.67,9.99,6.0,2,0.06621007737166827,-0.5975868369671848
1.0,7.97,0.28,0.42,7.0,0.04,40.94,168.32,1.0,3.17,0.43,10.61,5.02,0,1.2454358842800728,0.9930034394142173
1.0,6.81,0.32,0.37,3.39,0.02,18.55,87.24,0.99,3.13,0.53,12.69,6.01,2,0.38832995785978464,-2.04411820055011
1.0,7.21,0.23,0.39,2.17,0.03,29.2,102.59,0.99,3.26,0.54,12.28,7.0,2,0.5311137079154514,-1.8093631785033553
1.0,6.9,0.18,0.38,6.53,0.04,19.96,112.35,0.99,3.1,0.42,10.49,4.97,2,1.1919554025362447,-0.7117096916069339
1.0,9.37,0.26,0.53,1.37,0.05,25.01,109.78,0.99,3.23,0.28,12.5,6.01,2,0.44446072847894713,-1.3589126813215862
1.0,8.25,0.33,0.43,1.14,0.03,18.56,97.0,0.99,3.21,0.32,12.38,3.0,2,0.3144120495810967,-1.8931347469539592
1.0,7.28,0.29,0.3,13.09,0.04,46.03,237.96,1.0,3.06,0.41,8.71,5.98,0,2.4030464769196147,2.3717020227220402
1.0,7.87,0.41,0.37,4.55,0.03,40.28,114.3,0.99,3.17,0.53,12.42,6.98,2,0.5394858277653507,-1.2324697625938437
1.0,7.97,0.44,0.37,5.97,0.03,26.53,94.7,0.99,3.16,0.54,12.63,7.0,2,0.10604803667428468,-1.3617069085350444
1.0,7.72,0.39,0.3,5.11,0.04,29.17,129.03,0.99,3.38,0.44,10.97,5.99,2,0.34679513421064295,-1.0818911270862945
1.0,7.73,0.25,0.31,1.3,0.04,47.12,154.14,0.99,3.43,0.5,10.1,5.99,2,0.8389988143938868,-0.8065658254715075
1.0,7.8,0.32,0.31,1.67,0.04,45.71,193.9,0.99,3.03,0.48,10.57,4.99,2,1.4557967019570897,-0.3101812624392779
1.0,6.81,0.32,0.37,3.41,0.02,18.52,95.75,0.99,3.14,0.53,12.71,6.01,2,0.43889111343417214,-2.034024251077479
1.0,7.31,0.24,0.39,3.68,0.02,34.48,118.32,0.99,3.17,0.51,10.89,5.0,2,1.0697162597742704,-0.9737663998131584
1.0,7.08,0.44,0.37,2.56,0.04,35.03,104.27,0.99,3.07,0.43,13.5,7.02,2,0.5451714250467833,-1.9706759274776626
1.0,10.31,0.26,0.48,2.2,0.04,28.5,165.6,1.0,3.2,0.59,9.71,5.01,0,0.04607995519542015,1.4975189846386483
1.0,7.86,0.14,0.29,1.84,0.04,43.54,153.74,1.0,3.45,0.43,9.21,5.96,0,0.8346110940402953,0.49047797918502345
1.0,7.41,0.18,0.42,2.02,0.04,32.91,187.45,0.99,3.26,0.41,10.58,7.01,2,1.5166043740048198,-0.7718344108604949
1.0,8.1,0.43,0.43,6.65,0.03,36.45,140.97,0.99,2.99,0.39,13.32,7.04,2,1.1922297114130151,-1.122987345682602
1.0,7.11,0.44,0.37,2.66,0.04,34.75,126.47,0.99,3.07,0.43,13.5,7.0,2,0.7019278525803974,-1.8816223560337213
1.0,6.41,0.26,0.22,5.06,0.04,22.92,130.11,0.99,3.29,0.32,10.13,5.0,2,1.0593717135540288,-1.2387852713871454
1.0,8.03,0.66,0.72,17.53,0.04,62.36,233.6,1.0,2.92,0.68,9.4,4.02,0,1.960632057513639,3.930702277057025
1.0,7.98,0.2,0.4,5.18,0.06,40.93,166.67,1.0,3.18,0.4,10.59,7.0,0,1.1685262422596803,0.9027992757380127
1.0,7.23,0.16,0.34,1.14,0.05,24.49,81.29,0.99,3.25,0.4,11.28,6.01,2,0.46745558960405753,-1.6684765413552687
1.0,7.2,0.18,0.31,1.27,0.04,19.77,71.65,0.99,3.32,0.4,10.78,7.0,2,0.262353602060249,-1.7486519535802352
1.0,8.4,0.57,0.44,10.85,0.05,46.43,192.91,1.0,3.15,0.51,10.38,4.97,0,0.8253973338986648,1.9384506952284817
1.0,5.31,0.26,0.23,5.26,0.03,47.2,160.41,1.0,3.82,0.51,10.52,6.97,0,0.7858832892622994,-0.7591660141919347
1.0,5.65,0.25,0.33,1.08,0.05,27.99,151.47,0.99,3.13,0.54,9.3,5.02,2,1.0743824986024562,-0.6329270731201182
1.0,5.63,0.25,0.32,1.03,0.05,23.57,152.74,0.99,3.12,0.42,9.33,6.0,2,1.2298223314086079,-0.8065548209435827
1.0,6.97,0.16,0.73,0.99,0.14,57.98,151.29,0.99,3.08,0.3,9.17,5.01,2,1.6856280487588216,1.0912259078561581
1.0,6.38,0.22,0.34,1.79,0.06,29.51,101.79,1.0,3.81,0.57,10.33,5.98,2,-0.5533907032647108,-0.6975053477103544
1.0,6.38,0.17,0.27,6.67,0.04,87.99,225.07,0.99,3.28,0.35,10.19,6.02,0,3.3063075167776406,-0.023947595729627333
1.0,6.81,0.29,0.16,6.89,0.03,65.58,211.07,1.0,3.08,0.39,9.02,6.01,0,2.321394107149474,1.423671668835206
1.0,6.22,0.21,0.38,6.89,0.04,63.55,244.23,1.0,3.06,0.36,9.27,6.0,0,2.9944407461848552,1.6571264184781973
1.0,6.39,0.23,0.3,6.97,0.04,63.66,234.43,1.0,3.06,0.34,9.16,6.01,0,2.8239094706753023,1.5843074355904876
1.0,7.32,0.19,0.68,1.34,0.05,31.07,156.77,0.99,3.32,0.64,9.4,6.02,2,0.8727012143442173,0.08764224627046331
1.0,7.3,0.19,0.65,1.43,0.05,27.79,155.76,0.99,3.33,0.56,9.38,5.99,2,0.925340447322524,-0.06815423428134053
1.0,9.64,0.29,0.46,1.48,0.04,77.58,223.77,0.99,2.92,0.46,9.48,6.01,0,2.3119171764940205,1.2807403618407138
1.0,7.22,0.14,0.35,1.23,0.04,14.4,73.32,0.99,3.46,0.39,9.88,4.99,2,0.16091878964473477,-1.5795358736216452
1.0,6.87,0.31,0.34,7.42,0.06,36.24,175.33,1.0,3.46,0.63,11.12,6.99,0,0.4033330059234338,0.41718688227382333
1.0,7.57,0.28,0.34,4.08,0.03,36.05,114.96,0.99,2.99,0.41,12.33,8.02,2,1.1990328694640726,-1.304845823281213
1.0,7.99,0.22,0.42,14.54,0.04,44.76,161.96,1.0,3.21,0.65,8.63,7.02,0,1.382714538457087,2.573126995855568
1.0,7.56,0.31,0.29,10.3,0.04,21.17,146.06,1.0,3.04,0.35,9.36,4.99,0,1.1123154931286023,1.3128972123532858
1.0,8.41,0.35,0.56,13.89,0.05,55.16,190.95,1.0,3.07,0.58,9.38,6.0,0,1.7111311080464071,2.953295974102054
1.0,8.01,0.22,0.42,14.66,0.04,45.3,162.61,1.0,3.21,0.69,8.58,7.0,0,1.3255364760025388,2.6518164084488984
1.0,8.1,0.5,0.47,1.21,0.04,22.29,125.39,0.99,3.21,0.42,10.89,4.98,2,0.050017718166474344,-0.9000901947300001
1.0,7.06,0.39,0.31,5.37,0.06,32.58,162.03,1.0,3.2,0.48,9.42,5.01,0,0.5211396616525217,1.0676562231661493
1.0,8.07,0.49,0.47,1.09,0.04,23.32,127.25,0.99,3.21,0.43,10.88,5.0,2,0.0863651742872902,-0.8890810095670273
1.0,8.41,0.36,0.56,13.72,0.04,54.6,172.59,1.0,3.07,0.58,9.43,6.01,0,1.6185033791182837,2.7763375312281955
1.0,6.25,0.22,0.27,1.67,0.06,20.37,133.05,0.99,3.22,0.46,9.22,6.0,2,0.681550042064173,-0.7776916170395728
1.0,7.97,0.23,0.42,14.59,0.04,44.94,162.99,1.0,3.21,0.69,8.59,6.97,0,1.3032813461451493,2.634101420961553
1.0,7.57,0.31,0.29,10.56,0.04,21.11,144.61,1.0,3.04,0.35,9.44,4.99,0,1.1104414680445918,1.298701645930741
1.0,7.02,0.24,0.36,4.92,0.08,10.05,133.0,0.99,3.32,0.37,10.82,6.0,2,0.3793624727193282,-1.0215596457247438
1.0,6.56,0.27,0.3,1.99,0.03,14.72,153.22,0.99,3.29,0.61,10.51,5.99,2,0.44771798958627224,-1.3186296926298955
1.0,7.8,0.16,0.41,1.74,0.03,28.82,141.09,0.99,3.02,0.78,12.51,6.01,2,0.6601114535396301,-1.1514099149170938
1.0,7.69,0.27,0.34,1.81,0.03,25.66,117.43,0.99,3.0,0.48,12.1,6.99,2,0.7534069118141743,-1.431152382657362
1.0,7.4,0.31,0.72,10.72,0.04,51.46,144.82,1.0,3.02,0.43,8.7,5.02,0,2.0015036590033484,2.619073023714078
1.0,7.64,0.27,0.34,1.75,0.03,26.51,166.45,0.99,2.99,0.48,12.1,7.01,2,1.1478566454409465,-1.2541040285489047
1.0,7.75,0.16,0.41,1.84,0.03,28.46,140.5,0.99,3.02,0.78,11.47,6.02,2,0.6888173310706114,-0.7395516604134034
1.0,6.61,0.16,0.29,1.88,0.05,39.42,148.72,0.99,3.06,0.44,11.38,7.01,2,1.5169892481592133,-1.1765592145684132
1.0,8.33,0.28,0.39,1.69,0.03,34.88,110.81,0.99,3.01,0.59,12.91,6.99,2,0.5325380667215238,-1.3944801315197775
1.0,7.15,0.32,0.33,1.29,0.03,29.25,109.42,0.99,3.15,0.52,12.86,7.0,2,0.4528087322939095,-2.0402911981118526
1.0,6.61,0.15,0.3,1.76,0.03,14.94,77.53,0.99,3.37,0.44,11.22,5.99,2,0.34987784877629846,-2.1700109519043553
1.0,8.39,0.16,0.33,1.53,0.03,15.14,99.52,0.99,3.14,0.43,9.7,6.0,2,0.4847298856609653,-0.7856967192571745
1.0,7.51,0.23,0.32,9.4,0.04,54.48,191.11,1.0,3.04,0.56,9.72,6.02,0,1.8456872299545244,1.8032161264296787
1.0,6.21,0.17,0.3,1.08,0.04,13.79,98.11,0.99,3.5,0.54,10.28,6.02,2,0.07031065790322387,-1.8667000437593353
1.0,6.93,0.39,0.31,4.42,0.03,9.97,102.04,0.99,3.0,0.87,11.5,3.97,2,-0.3932459928681054,-1.006531332976327
1.0,6.93,0.41,0.22,4.01,0.03,10.04,103.22,0.99,3.0,0.86,11.59,4.02,2,-0.5090501180900296,-1.2047126592206872
1.0,7.52,0.23,0.32,9.2,0.04,54.51,191.05,1.0,3.04,0.56,9.73,6.01,0,1.8330085172265684,1.7847358893198095
1.0,7.49,0.38,0.33,5.09,0.04,30.02,110.56,0.99,3.32,0.45,10.9,5.97,2,0.3733021369970999,-1.0333890257825333
1.0,7.33,0.41,0.29,6.86,0.05,29.03,123.17,0.99,3.19,0.37,12.66,6.99,2,0.6507357442983235,-1.475348223231181
1.0,7.26,0.34,0.3,5.22,0.04,44.65,161.17,0.99,3.3,0.47,12.39,5.99,2,1.0930611740117033,-1.3526094695832087
1.0,7.83,0.23,0.27,4.57,0.04,44.87,165.18,0.99,2.96,0.39,11.47,5.02,2,1.7726686959474427,-0.6127064922853811
1.0,8.95,0.24,0.38,5.81,0.04,51.29,144.93,1.0,2.93,0.35,10.21,6.04,0,1.5190228132128243,1.4578990359368906
1.0,6.88,0.21,0.4,7.73,0.03,50.95,175.87,0.99,3.21,0.27,11.41,5.05,2,2.497590512751131,-0.7482720769845992
1.0,6.75,0.19,0.42,6.54,0.07,39.66,211.42,1.0,3.3,0.33,9.62,5.98,0,1.754023389409648,1.1730575163190187
1.0,8.23,0.2,0.35,8.15,0.03,60.07,161.48,1.0,3.05,0.3,10.29,6.02,0,2.175038324444297,1.28836299277042
1.0,8.04,0.59,0.7,17.37,0.04,60.51,228.03,1.0,2.95,0.74,9.32,4.99,0,1.8620539215596135,3.8771258962828408
1.0,7.92,0.14,0.45,1.98,0.05,16.95,114.06,0.99,3.33,0.49,10.72,6.97,2,0.3557279250701859,-1.060951839381616
1.0,6.77,0.24,0.4,2.0,0.05,34.26,105.36,0.99,3.13,0.6,12.81,8.01,2,0.5708164008835798,-1.6771129286132136
1.0,9.71,0.13,0.59,1.6,0.05,23.52,142.18,1.0,2.98,0.62,9.53,4.99,0,0.3654398979614414,1.759724807533505
1.0,9.15,0.15,0.68,1.49,0.05,21.9,133.28,0.99,3.02,0.45,10.42,6.0,2,0.9506194959301763,0.09716283111050153
1.0,9.37,0.17,0.55,1.63,0.05,13.71,94.68,0.99,3.03,0.6,10.28,6.0,2,0.02353128653493865,-0.06832511751197617
1.0,5.18,0.37,0.08,13.6,0.04,37.25,142.74,1.0,3.46,0.39,9.9,6.02,0,1.1456705257302295,0.23858352183535167
1.0,6.25,0.24,0.21,3.74,0.04,36.76,143.72,0.99,3.23,0.5,10.72,6.01,2,1.139519496751864,-1.206617700158461
1.0,9.6,0.25,0.54,1.29,0.04,16.41,160.5,0.99,2.94,0.43,10.48,5.0,2,0.8215978580338489,0.026602981649464556
1.0,9.23,0.33,0.42,1.36,0.05,14.45,184.83,0.99,3.08,0.48,9.6,4.99,2,0.4351930419541145,0.1670191590723308
1.0,6.36,0.32,0.4,6.35,0.04,45.86,168.58,1.0,3.15,0.46,9.31,5.97,0,1.5175514700385295,1.2118272037847124
1.0,8.12,0.2,0.36,9.6,0.04,63.04,161.51,1.0,3.1,0.46,10.0,6.03,0,1.8985172116831166,1.7058541956182431
1.0,7.92,0.25,0.27,1.88,0.04,39.88,191.03,0.99,3.04,0.39,11.2,5.98,2,1.5725359177251792,-0.7684193514715626
1.0,6.97,0.15,0.33,1.15,0.04,21.53,177.68,0.99,3.32,0.62,10.79,5.05,2,0.7770589763638898,-1.205142209343048
1.0,6.4,0.22,0.31,1.11,0.04,24.54,122.7,0.99,3.54,0.51,10.32,6.0,2,0.3316283376203533,-1.6871012885780396
1.0,6.39,0.25,0.53,6.5,0.04,58.86,233.37,1.0,3.03,0.42,8.78,5.01,0,2.743261663980825,2.092551990000857
1.0,7.63,0.19,0.41,1.59,0.04,5.52,114.42,0.99,3.04,0.74,12.77,6.02,2,-0.06792250787971253,-1.6239943855416201
1.0,7.28,0.43,0.37,4.59,0.03,17.1,113.25,0.99,3.23,0.43,13.19,6.0,2,0.255765010443615,-2.0785689360081228
1.0,5.05,0.31,0.3,0.76,0.04,27.86,152.16,0.99,3.54,0.56,10.11,6.01,2,0.5626540600452807,-1.7207574069286975
1.0,6.17,0.2,0.26,1.77,0.09,44.21,162.36,0.99,3.43,0.66,11.0,5.01,2,0.48966615818670506,-1.0294387481109766
1.0,6.89,0.16,0.35,1.5,0.04,21.13,182.69,0.99,3.25,0.62,10.79,5.99,2,0.918362148637432,-1.0580071478263546
1.0,7.76,0.32,0.48,2.36,0.04,27.46,115.19,0.99,3.21,0.52,12.78,7.02,2,0.37156111159503247,-1.5727547710436294
1.0,6.48,0.22,0.72,6.85,0.05,32.48,169.43,1.0,3.12,0.36,9.2,6.05,0,1.9031326806382467,1.6366092430964556
1.0,6.77,0.26,0.33,1.46,0.05,44.49,138.39,0.99,3.12,0.44,10.51,5.99,2,1.2508086214328433,-0.7950171766675411
1.0,5.88,0.37,0.33,1.25,0.03,13.7,80.54,0.99,3.37,0.38,11.7,5.99,2,0.10979026241934346,-2.5050182352532824
1.0,7.62,0.19,0.43,2.0,0.05,20.39,104.62,0.99,2.85,0.46,9.5,4.99,2,0.9411318200538243,-0.05102172390151821
1.0,8.3,0.21,0.41,2.09,0.05,23.83,107.27,0.99,2.85,0.45,9.5,4.98,2,0.8567520631467869,0.11567936120740487
1.0,6.79,0.15,0.32,8.72,0.06,24.44,110.26,1.0,3.4,0.4,9.27,5.99,0,0.6681439167038643,0.6915156433158898
1.0,7.88,0.16,0.64,17.06,0.05,68.98,210.04,1.0,3.16,0.51,9.33,6.98,0,2.905410960786115,3.2156195520412236
1.0,7.77,0.21,0.39,1.82,0.03,61.71,178.92,0.99,3.14,0.75,12.62,8.01,2,1.3729478274709992,-0.9052266431535452
1.0,8.99,0.24,0.5,1.26,0.05,26.22,104.2,0.99,3.21,0.34,12.37,6.02,2,0.4267106003941995,-1.3726395779864398
1.0,5.67,0.22,0.24,2.27,0.05,59.9,161.15,1.0,3.65,0.73,10.13,6.0,0,0.527202791041565,-0.06560446356235779
1.0,7.83,0.29,0.36,7.05,0.04,38.42,163.64,0.99,3.26,0.37,11.2,8.0,2,1.4023556312111698,-0.6248800955665346
1.0,6.72,0.18,0.3,6.47,0.05,39.76,248.23,1.0,3.29,0.52,10.05,4.99,0,1.757494970697131,0.9731481323602441
1.0,6.68,0.18,0.28,6.37,0.05,40.1,249.58,1.0,3.29,0.52,10.01,5.02,0,1.7603901974638554,0.9519467932199029
1.0,7.05,0.58,0.27,12.25,0.03,36.64,116.58,1.0,3.0,0.39,10.78,6.03,0,0.8136184204640224,0.9257778747587707
1.0,7.2,0.16,0.32,0.78,0.04,49.99,122.62,0.99,3.27,0.34,9.97,5.99,2,1.4430539882296547,-0.9432056443083323
1.0,7.62,0.54,0.23,2.04,0.03,12.81,149.79,0.99,3.04,0.33,10.38,4.98,2,0.35939822342401884,-1.0163047886664984
1.0,8.43,0.29,0.27,12.15,0.03,32.0,115.36,0.99,2.99,0.39,10.81,6.0,2,1.375385756032825,0.007144263233381954
1.0,6.63,0.25,0.31,12.37,0.06,52.18,182.95,1.0,3.47,0.47,9.8,6.0,0,1.5092858524921424,1.289404096149155
1.0,7.31,0.23,0.37,1.84,0.04,51.14,165.09,0.99,3.26,0.4,12.19,8.01,2,1.5452962351718142,-1.4061720468740606
1.0,7.27,0.39,0.37,1.04,0.04,36.13,113.15,0.99,3.23,0.48,12.74,8.04,2,0.35702201430668673,-1.8832348156317527
1.0,7.03,0.46,0.39,6.27,0.04,45.96,163.35,0.99,3.2,0.35,12.18,7.02,2,1.4009176818732292,-1.019590384175773
1.0,8.25,0.35,0.4,6.2,0.04,34.9,162.57,0.99,3.15,0.34,11.9,7.0,2,1.271582109276218,-0.7398322414661584
1.0,7.82,0.29,0.36,7.04,0.04,38.23,162.73,0.99,3.27,0.37,11.19,7.98,2,1.3818205951165652,-0.6418260833682542
1.0,9.21,0.35,0.39,0.98,0.04,15.16,62.03,0.99,2.96,0.28,10.38,4.01,2,0.05163965810559719,-0.7439401337007595
1.0,8.0,0.57,0.39,3.75,0.03,21.75,122.04,0.99,3.29,0.67,12.8,7.01,2,-0.5835529279281603,-1.543685128468343
1.0,6.57,0.37,0.32,4.01,0.03,39.94,130.75,0.99,3.28,0.39,12.69,7.01,2,1.054667206145369,-1.9619573700964381
1.0,5.7,0.2,0.24,2.12,0.05,60.02,190.24,0.99,3.65,0.72,10.12,6.06,2,1.0820747561342694,-1.0381877377843949
1.0,6.7,0.18,0.29,6.51,0.05,39.79,250.9,1.0,3.28,0.52,9.99,5.0,0,1.7884234032794926,1.004478503235625
1.0,7.78,0.13,0.3,1.77,0.04,42.69,179.93,1.0,3.42,0.41,9.02,5.02,0,1.1307206327756611,0.6580873901773653
1.0,7.58,0.19,0.41,0.95,0.04,38.13,141.84,0.99,2.92,0.42,11.42,5.0,2,1.526387126971145,-0.8334974291699817
1.0,7.29,0.22,0.41,15.4,0.05,54.52,189.11,1.0,3.32,0.59,8.86,6.02,0,1.8395416094674868,2.468345295372908
1.0,6.29,0.29,0.39,6.34,0.04,43.18,167.18,1.0,3.15,0.49,9.28,5.97,0,1.4692755256079286,1.177740782002191
1.0,6.79,0.35,0.32,2.34,0.05,35.21,124.24,0.99,3.28,0.46,11.97,7.98,2,0.5409135594521295,-1.6284101017712487
1.0,6.48,0.27,0.32,1.33,0.04,24.41,130.96,0.99,3.36,0.54,10.78,7.02,2,0.4295266747670591,-1.521841373109362
1.0,6.17,0.12,0.26,5.71,0.04,56.18,159.37,1.0,3.51,0.37,10.54,5.98,0,1.6885379589563652,-0.10920522766471495
1.0,6.01,0.13,0.28,5.55,0.04,56.0,186.97,0.99,3.59,0.43,10.58,6.97,2,1.9856703047307118,-1.1523976692067828
1.0,6.39,0.24,0.33,1.53,0.04,41.72,115.43,0.99,3.19,0.48,12.18,7.01,2,1.0368803476477961,-1.7899540827200018
1.0,6.88,0.32,0.16,1.39,0.05,14.77,96.84,0.99,3.22,0.38,9.51,4.0,2,0.08528293104894978,-1.2452214268929176
1.0,7.62,0.19,0.4,1.18,0.04,38.03,143.21,0.99,2.92,0.42,11.41,5.02,2,1.5305245003141428,-0.8124967863744643
1.0,6.7,0.13,0.28,1.16,0.05,34.47,141.67,0.99,3.33,0.33,10.08,7.01,2,1.2910930711742528,-1.2396273272495562
1.0,7.01,0.14,0.41,0.9,0.04,21.19,93.15,0.99,3.25,0.43,10.94,6.0,2,0.6606135641660271,-1.546088202298515
1.0,7.57,0.27,0.24,3.91,0.05,18.67,117.22,1.0,3.15,0.45,8.88,4.98,0,0.16191111060579666,0.7890547366214955
1.0,7.32,0.22,0.41,15.59,0.05,55.47,178.27,1.0,3.32,0.59,8.86,5.99,0,1.782731776878775,2.4629877858123477
1.0,7.41,0.65,0.47,14.15,0.17,41.32,184.1,1.0,2.9,0.49,9.29,5.0,0,0.22068278793839355,3.6392090123204377
1.0,7.62,0.28,0.4,1.97,0.05,22.87,115.02,0.99,3.25,0.4,10.39,6.02,2,0.46018497091380395,-0.9317084449089122
1.0,8.33,0.26,0.42,9.29,0.04,40.91,162.93,0.99,3.09,0.38,11.99,7.0,2,1.746825864129087,-0.3226833278105255
1.0,10.67,0.21,0.56,8.22,0.04,28.85,180.7,1.0,2.87,0.67,9.49,6.02,0,0.8344948853455906,2.816169744694679
1.0,10.71,0.22,0.56,8.29,0.04,37.53,182.62,1.0,2.87,0.68,9.53,6.0,0,0.971353099478341,2.9262834999705576
1.0,6.91,0.23,0.34,2.71,0.03,23.92,123.09,0.99,3.14,0.56,12.36,7.01,2,0.7256169687786245,-1.7458126733718937
1.0,6.91,0.27,0.41,1.6,0.05,6.5,133.16,0.99,3.15,0.69,11.4,6.0,2,-0.032392209843104605,-1.231939490471033
1.0,6.91,0.28,0.41,1.81,0.05,9.53,136.15,0.99,3.16,0.55,11.4,6.0,2,0.2921559070992419,-1.307808268304489
1.0,6.93,0.28,0.3,1.5,0.05,46.29,133.55,0.99,3.35,0.38,11.07,7.01,2,0.9799103772606632,-1.3674124486610095
1.0,6.93,0.38,0.32,8.3,0.04,35.8,153.33,0.99,3.38,0.35,11.9,7.01,2,1.166429322167601,-1.259559712058765
1.0,5.72,0.43,0.3,5.6,0.04,24.39,97.9,0.99,3.53,0.46,11.66,6.99,2,0.12440046966369989,-2.0660789954539767
1.0,6.59,0.56,0.16,3.14,0.05,27.9,90.36,0.99,3.12,0.35,9.06,6.01,2,0.10275448110036016,-0.6832032246548647
1.0,7.1,0.35,0.56,1.41,0.05,25.3,101.7,0.99,3.24,0.33,10.51,5.99,2,0.6076770598157414,-0.9550736038466904
1.0,6.85,0.27,0.4,1.6,0.05,4.77,133.54,0.99,3.23,0.7,11.42,6.02,2,-0.17424634669071626,-1.377921342757471
1.0,6.25,0.32,0.29,1.19,0.04,27.67,138.5,1.0,3.77,0.64,9.52,5.02,2,-0.48480303628462157,-0.4170494671796605
1.0,5.62,0.49,0.13,4.56,0.03,16.93,117.38,0.99,3.42,0.82,13.67,6.98,2,-0.7082569568802196,-2.833236166538594
1.0,6.56,0.42,0.33,2.87,0.04,14.56,85.1,0.99,3.28,0.51,13.39,5.98,2,-0.2635140195328792,-2.557998851366549
1.0,7.3,0.18,0.29,1.23,0.04,12.4,143.83,0.99,3.2,0.48,11.32,7.01,2,0.5863417277421618,-1.5790111625500667
1.0,8.09,0.19,0.4,1.05,0.04,73.23,179.38,0.99,3.06,0.34,10.01,6.01,2,2.4011925800752487,0.09334820502017424
1.0,5.89,0.19,0.26,7.38,0.03,32.89,123.08,0.99,3.5,0.4,10.11,6.02,2,1.2995837911935697,-1.302840952192735
1.0,6.19,0.16,0.47,1.39,0.03,23.31,81.29,0.99,3.26,0.42,12.22,6.02,2,0.8709892643482571,-2.2199305257238446
